ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
11840386,JC447749,09/25/2019 11:12:00 AM,012XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1433,014,2,24,06,1168038,1910796,2019,10/02/2019 04:23:12 PM,41.910764867,-87.658120918,"(41.910764867, -87.658120918)",16,22620,25,109,46,49,7,191
11840267,JC447748,09/25/2019 11:09:00 AM,085XX S MORGAN ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0613,006,21,71,08A,1171140,1848166,2019,10/02/2019 04:23:12 PM,41.738834596,-87.64855917,"(41.738834596, -87.64855917)",18,21554,70,530,13,59,20,233
11840406,JC447827,09/25/2019 11:09:00 AM,066XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0723,007,6,68,26,1172118,1860614,2019,10/02/2019 04:23:12 PM,41.772972076,-87.644610871,"(41.772972076, -87.644610871)",19,21559,66,436,32,11,17,202
11842779,JC450686,09/25/2019 11:00:00 AM,002XX N ALBANY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,1222,012,27,27,11,1155672,1901594,2019,10/02/2019 04:23:12 PM,41.885771885,-87.703797252,"(41.885771885, -87.703797252)",41,21184,28,50,46,28,15,77
11846677,JC455308,09/25/2019 11:00:00 AM,075XX S EVANS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0624,006,6,69,14,,,2019,10/02/2019 04:23:12 PM,,,,,,,,,,,
11840294,JC447718,09/25/2019 11:00:00 AM,118XX S STEWART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,0522,005,34,53,14,1175754,1826427,2019,10/02/2019 04:23:12 PM,41.679077706,-87.632302868,"(41.679077706, -87.632302868)",45,21861,50,255,22,19,10,267
11840336,JC447820,09/25/2019 11:00:00 AM,056XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1711,017,39,13,06,1153364,1937212,2019,10/02/2019 04:23:12 PM,41.983556599,-87.71132378,"(41.983556599, -87.71132378)",46,4450,13,799,38,50,1,53
11844794,JC453373,09/25/2019 11:00:00 AM,010XX W 47TH PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0933,009,20,61,26,1170167,1873315,2019,10/02/2019 04:23:12 PM,41.807867721,-87.651393425,"(41.807867721, -87.651393425)",12,14924,59,123,4,37,23,118
11840324,JC447790,09/25/2019 11:00:00 AM,116XX S LOOMIS ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0524,005,34,53,08A,1169090,1827581,2019,10/02/2019 04:23:12 PM,41.682390679,-87.656662643,"(41.682390679, -87.656662643)",45,22212,50,642,22,13,10,220
11840712,JC448164,09/25/2019 11:00:00 AM,038XX W WILCOX ST,0820,THEFT,$500 AND UNDER,STREET,false,true,1122,011,28,26,06,1150847,1899063,2019,10/02/2019 04:23:12 PM,41.878922312,-87.721582014,"(41.878922312, -87.721582014)",11,21572,27,736,23,30,16,82
11840379,JC447852,09/25/2019 11:00:00 AM,018XX N SPRINGFIELD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,2535,025,26,20,26,1150089,1911984,2019,10/02/2019 04:23:12 PM,41.914393653,-87.724028333,"(41.914393653, -87.724028333)",27,22535,21,135,49,1,6,193
11840356,JC447701,09/25/2019 10:54:00 AM,035XX S HOYNE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0912,009,12,59,05,1162935,1881161,2019,10/02/2019 04:23:12 PM,41.829552455,-87.677698975,"(41.829552455, -87.677698975)",26,14924,56,719,1,37,23,165
11840298,JC447752,09/25/2019 10:52:00 AM,047XX W ADAMS ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,1113,011,28,25,04A,1144750,1898705,2019,10/02/2019 04:23:12 PM,41.87805699,-87.743978321,"(41.87805699, -87.743978321)",11,22216,26,69,23,32,16,90
11840244,JC447721,09/25/2019 10:50:00 AM,055XX W MADISON ST,0810,THEFT,OVER $500,SIDEWALK,true,false,1522,015,29,25,06,1139353,1899472,2019,10/02/2019 04:23:12 PM,41.880261725,-87.76377642,"(41.880261725, -87.76377642)",52,22216,26,674,7,32,25,97
11840278,JC447725,09/25/2019 10:50:00 AM,055XX S EVERETT AVE,0810,THEFT,OVER $500,STREET,false,false,0235,002,5,41,06,1188983,1868707,2019,10/02/2019 04:23:12 PM,41.794792636,-87.582529785,"(41.794792636, -87.582529785)",32,22260,8,502,33,60,24,132
11840473,JC447732,09/25/2019 10:42:00 AM,011XX E 46TH ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,"SCHOOL, PUBLIC, BUILDING",true,false,0222,002,4,39,18,1184584,1874737,2019,10/02/2019 04:23:12 PM,41.811443713,-87.598471599,"(41.811443713, -87.598471599)",1,4301,5,395,10,36,24,113
11842785,JC450676,09/25/2019 10:40:00 AM,017XX W PRYOR AVE,0810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",false,false,2212,022,19,75,06,1166533,1831078,2019,10/02/2019 04:23:12 PM,41.692041778,-87.665923635,"(41.692041778, -87.665923635)",33,22212,74,378,42,13,9,257
11840409,JC447735,09/25/2019 10:36:00 AM,050XX W FULTON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1532,015,28,25,05,1142825,1901475,2019,10/02/2019 04:23:12 PM,41.885694266,-87.750977537,"(41.885694266, -87.750977537)",11,22216,26,696,23,32,25,81
11840371,JC447760,09/25/2019 10:35:00 AM,015XX S TRUMBULL AVE,1330,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,false,false,1021,010,24,29,26,1153619,1892267,2019,10/02/2019 04:23:12 PM,41.860218678,-87.711584425,"(41.860218678, -87.711584425)",36,21569,30,772,14,57,21,153
11840627,JC447796,09/25/2019 10:33:00 AM,020XX W 21ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,true,false,1234,012,25,31,15,1163028,1890069,2019,10/02/2019 04:23:12 PM,41.853994985,-87.67710804,"(41.853994985, -87.67710804)",8,14920,33,366,26,43,15,121
11840362,JC447742,09/25/2019 10:32:00 AM,015XX N MASON AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,true,false,2531,025,29,25,15,1136404,1909710,2019,10/02/2019 04:23:12 PM,41.908409303,-87.774360088,"(41.908409303, -87.774360088)",52,4299,26,565,7,5,6,154
11842552,JC450429,09/25/2019 10:30:00 AM,015XX W 47TH ST,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,false,false,0924,009,15,61,06,1166997,1873568,2019,10/02/2019 04:23:12 PM,41.808630416,-87.663012912,"(41.808630416, -87.663012912)",12,14924,59,123,3,37,23,108
11840322,JC447661,09/25/2019 10:30:00 AM,084XX S EUCLID AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0412,004,8,45,03,1190655,1849499,2019,10/02/2019 04:23:12 PM,41.74204412,-87.577018046,"(41.74204412, -87.577018046)",9,21202,41,431,35,25,19,240
11840276,JC447766,09/25/2019 10:30:00 AM,062XX S HAMLIN AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",false,false,0823,008,23,65,15,1152108,1863143,2019,10/02/2019 04:23:12 PM,41.780328363,-87.717896689,"(41.780328363, -87.717896689)",23,21867,63,339,6,58,13,276
11840505,JC447794,09/25/2019 10:30:00 AM,064XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,true,0725,007,15,67,14,1166106,1861899,2019,10/02/2019 04:23:12 PM,41.776628286,-87.66661283,"(41.776628286, -87.66661283)",44,22257,65,280,3,23,17,204
11840309,JC447695,09/25/2019 10:28:00 AM,054XX W HURON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,true,false,1524,015,37,25,18,1139649,1904096,2019,10/02/2019 04:23:12 PM,41.89294517,-87.762576594,"(41.89294517, -87.762576594)",4,22216,26,673,45,32,25,67
11840622,JC447798,09/25/2019 10:26:00 AM,020XX W 21ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,true,false,1234,012,25,31,15,1163028,1890069,2019,10/02/2019 04:23:12 PM,41.853994985,-87.67710804,"(41.853994985, -87.67710804)",8,14920,33,366,26,43,15,121
11840343,JC447801,09/25/2019 10:25:00 AM,007XX W SHERIDAN RD,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1925,019,46,6,06,1170496,1926135,2019,10/02/2019 04:23:12 PM,41.952802319,-87.648641167,"(41.952802319, -87.648641167)",37,21186,57,690,39,53,5,18
11845529,JC447756,09/25/2019 10:18:00 AM,052XX S DREXEL AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,false,0233,002,5,41,08B,,,2019,10/02/2019 04:23:12 PM,,,,,,,,,,,
11840206,JC447635,09/25/2019 10:15:00 AM,008XX N ST LOUIS AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,1121,011,27,23,18,1152896,1905326,2019,10/02/2019 04:23:12 PM,41.896068297,-87.713892414,"(41.896068297, -87.713892414)",41,4299,24,150,46,5,16,65
11840310,JC447667,09/25/2019 10:15:00 AM,011XX S STATE ST,0810,THEFT,OVER $500,CTA STATION,false,false,0123,001,4,32,06,1176517,1895340,2019,10/02/2019 04:23:12 PM,41.868165405,-87.62743954,"(41.868165405, -87.62743954)",48,14913,38,12,10,35,22,144
11840305,JC447674,09/25/2019 10:15:00 AM,041XX W FIFTH AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1132,011,24,26,26,1148705,1896471,2019,10/02/2019 04:23:12 PM,41.871851193,-87.729514059,"(41.871851193, -87.729514059)",36,21572,27,703,14,30,16,142
11840234,JC447636,09/25/2019 10:14:00 AM,031XX W MONTROSE AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,1724,017,33,16,03,1154343,1929068,2019,10/02/2019 04:23:12 PM,41.961189428,-87.70794183,"(41.961189428, -87.70794183)",2,21538,14,258,20,20,1,13
11841561,JC447662,09/25/2019 10:13:00 AM,044XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,0221,002,3,38,08A,1179599,1875714,2019,10/02/2019 04:23:12 PM,41.8142402,-87.61672621,"(41.8142402, -87.61672621)",12,4301,4,162,9,36,24,98
11840274,JC447731,09/25/2019 10:12:00 AM,063XX W 56TH ST,2022,NARCOTICS,POSS: COCAINE,"SCHOOL, PUBLIC, BUILDING",true,false,0811,008,13,56,18,1135110,1866750,2019,10/02/2019 04:23:12 PM,41.79054357,-87.780130326,"(41.79054357, -87.780130326)",35,22268,53,590,15,7,13,131
11840618,JC448245,09/25/2019 10:05:00 AM,044XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0221,002,3,38,08A,1179599,1875714,2019,10/02/2019 04:23:12 PM,41.8142402,-87.61672621,"(41.8142402, -87.61672621)",12,4301,4,162,9,36,24,98
11840296,JC447672,09/25/2019 10:05:00 AM,050XX W ARMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2522,025,36,19,08B,1142305,1912825,2019,10/02/2019 04:23:12 PM,41.916849633,-87.752604962,"(41.916849633, -87.752604962)",7,22615,19,306,44,2,6,188
11845856,JC454671,09/25/2019 10:05:00 AM,028XX N WESTERN AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,false,false,1411,014,33,21,10,,,2019,10/02/2019 04:23:12 PM,,,,,,,,,,,
11842714,JC450552,09/25/2019 10:00:00 AM,002XX E SUPERIOR ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,1834,018,42,8,06,1177976,1905413,2019,10/02/2019 04:23:12 PM,41.895773204,-87.621776719,"(41.895773204, -87.621776719)",22,21182,37,158,11,6,14,71
11845460,JC447940,09/25/2019 10:00:00 AM,078XX S CONSTANCE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0414,004,8,43,05,,,2019,10/02/2019 04:23:12 PM,,,,,,,,,,,
11840646,JC448229,09/25/2019 10:00:00 AM,036XX N PINE GROVE AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1925,019,46,6,06,1171250,1924587,2019,10/02/2019 04:23:12 PM,41.948537991,-87.645915087,"(41.948537991, -87.645915087)",37,21186,57,726,39,53,5,18
11843012,JC450967,09/25/2019 10:00:00 AM,015XX N HALSTED ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,1822,018,2,8,06,1170738,1910138,2019,10/02/2019 04:23:12 PM,41.908900526,-87.648221468,"(41.908900526, -87.648221468)",51,22620,37,108,11,49,14,199
11840483,JC447757,09/25/2019 10:00:00 AM,012XX W 78TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,true,0612,006,17,71,08A,1169552,1852731,2019,10/02/2019 04:23:12 PM,41.75139611,-87.654245291,"(41.75139611, -87.654245291)",17,21554,70,575,31,59,20,230
11840331,JC447836,09/25/2019 10:00:00 AM,010XX W 93RD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",false,false,2222,022,21,73,11,1170876,1843134,2019,10/02/2019 04:23:12 PM,41.725031838,-87.64967285,"(41.725031838, -87.64967285)",18,21554,72,151,13,59,9,244
11840738,JC448411,09/25/2019 10:00:00 AM,045XX N MONTICELLO AVE,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,false,false,1723,017,35,14,06,1151236,1930002,2019,10/02/2019 04:23:12 PM,41.963814044,-87.719340284,"(41.963814044, -87.719340284)",2,21849,14,119,12,20,1,9
11840256,JC447641,09/25/2019 09:45:00 AM,014XX W IRVING PARK RD,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,GROCERY FOOD STORE,false,false,1922,019,47,6,04B,1166063,1926662,2019,10/02/2019 04:23:12 PM,41.954344457,-87.664921916,"(41.954344457, -87.664921916)",13,21186,57,724,18,53,5,19
11840220,JC447664,09/25/2019 09:45:00 AM,018XX S BLUE ISLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,false,false,1233,012,25,31,26,1167207,1891266,2019,10/02/2019 04:23:12 PM,41.857190995,-87.661735179,"(41.857190995, -87.661735179)",8,14920,33,365,26,43,15,150
11840235,JC447711,09/25/2019 09:40:00 AM,022XX W HURON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1221,012,1,24,07,1161344,1904634,2019,10/02/2019 04:23:12 PM,41.893997829,-87.682883854,"(41.893997829, -87.682883854)",24,21184,25,546,41,28,15,80
11846926,JC455839,09/25/2019 09:36:00 AM,015XX N WESTERN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,false,false,1424,014,1,24,11,,,2019,10/02/2019 04:23:12 PM,,,,,,,,,,,
11840307,JC447611,09/25/2019 09:35:00 AM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0111,001,42,32,06,1176338,1901346,2019,10/02/2019 04:23:12 PM,41.884650262,-87.627915459,"(41.884650262, -87.627915459)",22,14309,38,92,36,42,22,88
11840404,JC447851,09/25/2019 09:30:00 AM,015XX E 72ND ST,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,0324,003,7,43,08A,1187674,1857555,2019,10/02/2019 04:23:12 PM,41.764221915,-87.5876844,"(41.764221915, -87.5876844)",32,21546,39,451,37,61,18,217
11842786,JC450627,09/25/2019 09:30:00 AM,074XX S CICERO AVE,0890,THEFT,FROM BUILDING,WAREHOUSE,false,false,0833,008,18,65,06,1145679,1855116,2019,10/02/2019 04:23:12 PM,41.75842474,-87.741669261,"(41.75842474, -87.741669261)",23,21867,63,318,30,58,13,209
11841016,JC448573,09/25/2019 09:30:00 AM,075XX N BELL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2411,024,49,2,05,1160012,1950062,2019,10/02/2019 04:23:12 PM,42.018682337,-87.686516569,"(42.018682337, -87.686516569)",3,22528,20,341,5,12,11,35
11843248,JC450907,09/25/2019 09:26:00 AM,017XX W 83RD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0614,006,21,71,11,1166253,1849657,2019,10/02/2019 04:23:12 PM,41.743031431,-87.666421859,"(41.743031431, -87.666421859)",6,21554,70,532,13,59,20,237
11840213,JC447606,09/25/2019 09:19:00 AM,034XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1732,017,30,21,08B,1151114,1922676,2019,10/02/2019 04:23:12 PM,41.943713364,-87.719981618,"(41.943713364, -87.719981618)",27,21538,22,138,21,39,1,20
11840238,JC447600,09/25/2019 09:18:00 AM,062XX N LINCOLN AVE,0850,THEFT,ATTEMPT THEFT,OTHER,false,false,1711,017,50,13,06,1152477,1941288,2019,10/02/2019 04:23:12 PM,41.994758989,-87.7144777,"(41.994758989, -87.7144777)",42,4450,13,747,27,50,1,53
11840270,JC447642,09/25/2019 09:17:00 AM,081XX S HALSTED ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,true,false,0613,006,21,71,18,1172383,1850979,2019,10/02/2019 04:23:12 PM,41.74652661,-87.643922505,"(41.74652661, -87.643922505)",18,21554,70,487,13,59,20,233
11841225,JC447588,09/25/2019 09:10:00 AM,032XX W POLK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1134,011,24,27,14,1154838,1896187,2019,10/02/2019 04:23:12 PM,41.870951272,-87.707004785,"(41.870951272, -87.707004785)",36,21572,28,36,14,30,16,140
11840207,JC447574,09/25/2019 09:00:00 AM,079XX S GREENWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0624,006,8,44,08A,1184927,1852635,2019,10/02/2019 04:23:12 PM,41.750785857,-87.597906858,"(41.750785857, -87.597906858)",9,21546,40,247,35,61,20,227
11844704,JC453151,09/25/2019 09:00:00 AM,0000X S MAYFIELD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1513,015,29,25,11,1137284,1899246,2019,10/02/2019 04:23:12 PM,41.879678978,-87.771379116,"(41.879678978, -87.771379116)",52,22216,26,67,7,32,25,99
11840826,JC448196,09/25/2019 09:00:00 AM,006XX N KEDZIE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1221,012,27,23,05,1154926,1904096,2019,10/02/2019 04:23:12 PM,41.8926526,-87.706469608,"(41.8926526, -87.706469608)",41,21184,24,177,46,30,16,65
11840502,JC447581,09/25/2019 08:55:00 AM,063XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,COLLEGE/UNIVERSITY GROUNDS,false,false,0723,007,20,68,08B,1172055,1862918,2019,10/02/2019 04:23:12 PM,41.779295906,-87.644774188,"(41.779295906, -87.644774188)",53,21559,66,435,4,11,17,202
11840143,JC447607,09/25/2019 08:50:00 AM,032XX E 91ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,0424,004,10,46,08A,1199355,1845241,2019,10/02/2019 04:23:12 PM,41.730145605,-87.545284948,"(41.730145605, -87.545284948)",47,21202,42,175,47,25,19,239
11840135,JC447561,09/25/2019 08:45:00 AM,001XX W LAKE ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,0122,001,42,32,06,1175393,1901736,2019,10/02/2019 04:23:12 PM,41.885741708,-87.63137388,"(41.885741708, -87.63137388)",22,14309,38,92,36,42,22,79
11840328,JC447775,09/25/2019 08:40:00 AM,032XX W FULTON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1123,011,28,27,08A,1154700,1901816,2019,10/02/2019 04:23:12 PM,41.886400586,-87.707360706,"(41.886400586, -87.707360706)",11,21572,28,176,23,30,16,86
11840147,JC447558,09/25/2019 08:30:00 AM,017XX W 95TH ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2213,022,19,72,08B,1166300,1841687,2019,10/02/2019 04:23:12 PM,41.721159552,-87.666475902,"(41.721159552, -87.666475902)",33,22212,71,627,42,13,9,252
11840223,JC447707,09/25/2019 08:30:00 AM,036XX S OAKLEY AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0912,009,12,59,08A,1161675,1880709,2019,10/02/2019 04:23:12 PM,41.828338411,-87.682334468,"(41.828338411, -87.682334468)",26,14924,56,719,1,37,23,165
11840092,JC447547,09/25/2019 08:30:00 AM,042XX W IRVING PARK RD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1722,017,45,16,08B,1147398,1926246,2019,10/02/2019 04:23:12 PM,41.953581891,-87.73354818,"(41.953581891, -87.73354818)",25,22618,16,295,50,21,1,25
11840530,JC448076,09/25/2019 08:30:00 AM,023XX W MELROSE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1921,019,32,5,06,1160233,1921529,2019,10/02/2019 04:23:12 PM,41.940381981,-87.686496201,"(41.940381981, -87.686496201)",24,21538,46,615,40,39,5,21
11840668,JC448369,09/25/2019 08:20:00 AM,052XX S CAMPBELL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0923,009,14,63,08A,1160591,1869867,2019,10/02/2019 04:23:12 PM,41.798609106,-87.686610944,"(41.798609106, -87.686610944)",49,22248,61,778,8,56,23,120
11841823,JC449616,09/25/2019 08:20:00 AM,019XX W WILSON AVE,0810,THEFT,OVER $500,"SCHOOL, PRIVATE, BUILDING",false,false,1912,019,47,4,06,1162723,1930565,2019,10/02/2019 04:23:12 PM,41.965125301,-87.677090317,"(41.965125301, -87.677090317)",13,22616,6,225,18,15,5,8
11841673,JC449337,09/25/2019 08:15:00 AM,056XX S KILPATRICK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA TRAIN,false,false,0813,008,13,56,14,1146073,1866900,2019,10/02/2019 04:23:12 PM,41.790754583,-87.739927261,"(41.790754583, -87.739927261)",35,22268,53,86,15,58,13,271
11840313,JC447706,09/25/2019 08:15:00 AM,002XX E 111TH ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0513,005,9,49,08A,1179894,1831414,2019,10/02/2019 04:23:12 PM,41.692669318,-87.616997089,"(41.692669318, -87.616997089)",30,21861,45,253,43,19,10,265
11840174,JC447520,09/25/2019 08:15:00 AM,036XX W 26TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1013,010,22,30,06,1152205,1886476,2019,10/02/2019 04:23:12 PM,41.844355461,-87.716927483,"(41.844355461, -87.716927483)",14,21569,32,754,28,57,21,161
11840091,JC447529,09/25/2019 08:15:00 AM,027XX W CERMAK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1023,010,12,30,06,1158262,1889274,2019,10/02/2019 04:23:12 PM,41.851912036,-87.694622835,"(41.851912036, -87.694622835)",11,14920,32,203,1,43,21,159
11840262,JC447544,09/25/2019 08:14:00 AM,053XX S HERMITAGE AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,0932,009,16,61,08A,1165584,1869385,2019,10/02/2019 04:23:12 PM,41.797181898,-87.668314197,"(41.797181898, -87.668314197)",19,14924,59,789,2,37,23,128
11840226,JC447501,09/25/2019 08:06:00 AM,058XX W BARRY AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,false,false,2514,025,30,19,26,1137063,1920017,2019,10/02/2019 04:23:12 PM,41.93668107,-87.771691222,"(41.93668107, -87.771691222)",27,22254,19,82,21,52,6,177
11841700,JC449321,09/25/2019 08:01:00 AM,0000X W JACKSON BLVD,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,0113,001,42,32,06,1176338,1898987,2019,10/02/2019 04:23:12 PM,41.878177032,-87.627986655,"(41.878177032, -87.627986655)",48,14912,38,92,10,29,22,126
11842156,JC449952,09/25/2019 08:00:00 AM,005XX N PEORIA ST,0810,THEFT,OVER $500,RESIDENCE-GARAGE,false,false,1214,012,27,24,06,1170312,1903784,2019,10/02/2019 04:23:12 PM,41.891474091,-87.64997231,"(41.891474091, -87.64997231)",41,22620,25,522,46,49,15,76
11841628,JC448474,09/25/2019 08:00:00 AM,077XX S HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0621,006,17,71,05,1172306,1853636,2019,10/02/2019 04:23:12 PM,41.753819454,-87.644126664,"(41.753819454, -87.644126664)",17,21554,70,572,31,59,20,229
11840221,JC447655,09/25/2019 08:00:00 AM,039XX W MADISON ST,0820,THEFT,$500 AND UNDER,CTA BUS,false,false,1122,011,28,26,06,1150041,1899720,2019,10/02/2019 04:23:12 PM,41.88074092,-87.724524406,"(41.88074092, -87.724524406)",11,21572,27,736,23,30,16,82
11841965,JC449210,09/25/2019 08:00:00 AM,008XX S DAMEN AVE,0810,THEFT,OVER $500,APARTMENT,false,false,1231,012,27,28,06,1163181,1896306,2019,10/02/2019 04:23:12 PM,41.871106686,-87.676371296,"(41.871106686, -87.676371296)",48,21184,29,5,46,28,15,136
11840172,JC447535,09/25/2019 08:00:00 AM,017XX W MAYPOLE AVE,0330,ROBBERY,AGGRAVATED,STREET,false,false,1224,012,27,28,03,1164611,1901086,2019,10/02/2019 04:23:12 PM,41.884193251,-87.670985823,"(41.884193251, -87.670985823)",41,21184,29,579,46,28,15,92
11840237,JC447648,09/25/2019 08:00:00 AM,013XX S WASHTENAW AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1023,010,28,29,06,1158579,1893673,2019,10/02/2019 04:23:12 PM,41.863976878,-87.69333901,"(41.863976878, -87.69333901)",11,14920,30,16,23,43,21,151
11840455,JC447952,09/25/2019 08:00:00 AM,012XX E 73RD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0324,003,5,69,06,1185580,1856851,2019,10/02/2019 04:23:12 PM,41.762339629,-87.595381459,"(41.762339629, -87.595381459)",32,21546,67,121,33,61,18,217
11840359,JC447596,09/25/2019 08:00:00 AM,093XX S CALUMET AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0633,006,9,49,05,1180223,1843196,2019,10/02/2019 04:23:12 PM,41.724993169,-87.615432947,"(41.724993169, -87.615432947)",31,21546,45,554,43,61,20,248
11842412,JC450194,09/25/2019 08:00:00 AM,027XX W HARRISON ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,1135,011,28,27,06,1158248,1897253,2019,10/02/2019 04:23:12 PM,41.873807522,-87.69445629,"(41.873807522, -87.69445629)",11,21184,28,38,23,28,16,146
