ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
11842313,JC449342,09/25/2019 05:03:00 PM,112XX S VERNON AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0531,005,9,49,06,1181246,1830460,2019,10/02/2019 04:23:12 PM,41.690020449,-87.612076461,"(41.690020449, -87.612076461)",30,21861,45,253,43,19,10,265
11840939,JC448207,09/25/2019 05:02:00 PM,056XX W RACE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1512,015,29,25,08B,1138769,1902756,2019,10/02/2019 04:23:12 PM,41.889284059,-87.765841095,"(41.889284059, -87.765841095)",52,22216,26,672,7,32,25,85
11845594,JC454289,09/25/2019 05:00:00 PM,061XX S VERNON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,0313,003,20,42,26,,,2019,10/02/2019 04:23:12 PM,,,,,,,,,,,
11840879,JC448373,09/25/2019 05:00:00 PM,036XX W POLK ST,4210,KIDNAPPING,KIDNAPPING,RESIDENCE,false,false,1133,011,24,27,26,1152274,1896124,2019,10/02/2019 04:23:12 PM,41.870829345,-87.716419864,"(41.870829345, -87.716419864)",36,21572,28,704,14,30,16,141
11840762,JC448402,09/25/2019 05:00:00 PM,067XX S ARTESIAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0832,008,17,66,07,1161202,1859919,2019,10/02/2019 04:23:12 PM,41.771297814,-87.6846455,"(41.771297814, -87.6846455)",44,21867,64,383,31,58,13,207
11841399,JC448916,09/25/2019 05:00:00 PM,036XX W HURON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,NURSING HOME/RETIREMENT HOME,false,false,1112,011,27,23,14,1151777,1904421,2019,10/02/2019 04:23:12 PM,41.893606982,-87.718026137,"(41.893606982, -87.718026137)",41,21572,24,584,46,30,16,82
11840635,JC448268,09/25/2019 05:00:00 PM,0000X W 79TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA STATION,false,false,0623,006,6,44,26,1177483,1852629,2019,10/02/2019 04:23:12 PM,41.750940757,-87.625185222,"(41.750940757, -87.625185222)",31,21554,67,495,32,59,20,228
11840996,JC448572,09/25/2019 05:00:00 PM,113XX S AVENUE G,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0433,004,10,52,08B,1203210,1830451,2019,10/02/2019 04:23:12 PM,41.68946297,-87.531667685,"(41.68946297, -87.531667685)",47,21202,49,552,47,25,19,259
11840648,JC448256,09/25/2019 05:00:00 PM,045XX N MILWAUKEE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1623,016,45,15,14,1140988,1929841,2019,10/02/2019 04:23:12 PM,41.963567574,-87.757023372,"(41.963567574, -87.757023372)",20,21869,15,260,50,48,12,58
11842370,JC449140,09/25/2019 05:00:00 PM,053XX W AGATITE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1623,016,38,15,08A,1140001,1929071,2019,10/02/2019 04:23:12 PM,41.961472785,-87.760671217,"(41.961472785, -87.760671217)",20,21869,15,260,19,48,12,58
11841351,JC448939,09/25/2019 05:00:00 PM,051XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0932,009,16,61,14,1165215,1870661,2019,10/02/2019 04:23:12 PM,41.800691221,-87.66963124,"(41.800691221, -87.66963124)",19,14924,59,767,2,37,23,128
11840963,JC448520,09/25/2019 05:00:00 PM,079XX S DREXEL AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,0624,006,8,44,06,1183611,1852480,2019,10/02/2019 04:23:12 PM,41.750391287,-87.602734083,"(41.750391287, -87.602734083)",9,21546,40,247,35,61,20,227
11843318,JC451400,09/25/2019 05:00:00 PM,006XX E 50TH PL,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,0223,002,4,38,02,1181582,1871678,2019,10/02/2019 04:23:12 PM,41.803119483,-87.609577117,"(41.803119483, -87.609577117)",1,21192,4,165,10,10,24,116
11844675,JC453138,09/25/2019 05:00:00 PM,046XX W MAYPOLE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1113,011,28,25,11,1145313,1901054,2019,10/02/2019 04:23:12 PM,41.884492297,-87.74185165,"(41.884492297, -87.74185165)",11,22216,26,696,23,32,16,90
11841199,JC448796,09/25/2019 05:00:00 PM,080XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0621,006,21,71,14,1171045,1851423,2019,10/02/2019 04:23:12 PM,41.747774318,-87.648812307,"(41.747774318, -87.648812307)",18,21554,70,487,13,59,20,230
11840940,JC448376,09/25/2019 05:00:00 PM,049XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1533,015,28,25,08B,1143626,1898881,2019,10/02/2019 04:23:12 PM,41.878561061,-87.748101027,"(41.878561061, -87.748101027)",11,22216,26,69,23,32,25,137
11840739,JC448312,09/25/2019 05:00:00 PM,047XX W LAKE ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,CTA STATION,false,false,1113,011,28,25,04A,1144770,1901782,2019,10/02/2019 04:23:12 PM,41.886500268,-87.743827276,"(41.886500268, -87.743827276)",11,22216,26,696,23,32,16,90
11843916,JC451949,09/25/2019 05:00:00 PM,047XX N MARIA CT,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1614,016,38,76,07,1118473,1930440,2019,10/02/2019 04:23:12 PM,41.96559701,-87.839792875,"(41.96559701, -87.839792875)",39,4448,75,130,19,31,12,44
11840767,JC448257,09/25/2019 05:00:00 PM,045XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1623,016,45,15,06,1140988,1929841,2019,10/02/2019 04:23:12 PM,41.963567574,-87.757023372,"(41.963567574, -87.757023372)",20,21869,15,260,50,48,12,58
11840721,JC448261,09/25/2019 04:59:00 PM,072XX S CONSTANCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0324,003,7,43,14,1189632,1857151,2019,10/02/2019 04:23:12 PM,41.763066505,-87.580520922,"(41.763066505, -87.580520922)",32,22538,39,452,37,24,18,217
11841455,JC449099,09/25/2019 04:58:00 PM,0000X N WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1223,012,27,28,07,1160400,1900403,2019,10/02/2019 04:23:12 PM,41.882407184,-87.686468002,"(41.882407184, -87.686468002)",48,21184,29,37,46,28,15,75
11840730,JC448333,09/25/2019 04:58:00 PM,044XX S PRAIRIE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0215,002,3,38,26,1178782,1875670,2019,10/02/2019 04:23:12 PM,41.814138117,-87.619724362,"(41.814138117, -87.619724362)",12,4301,4,162,9,36,24,98
11840829,JC448226,09/25/2019 04:55:00 PM,056XX N RIDGE AVE,0850,THEFT,ATTEMPT THEFT,SMALL RETAIL STORE,false,false,2013,020,48,77,06,1167084,1937517,2019,10/02/2019 04:23:12 PM,41.984109031,-87.660855375,"(41.984109031, -87.660855375)",40,4451,76,539,16,14,2,54
11842847,JC448204,09/25/2019 04:52:00 PM,007XX W ARMITAGE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1813,018,43,7,06,1171063,1913530,2019,10/02/2019 04:23:12 PM,41.918201223,-87.646927856,"(41.918201223, -87.646927856)",51,21190,68,798,34,16,14,149
11840625,JC448266,09/25/2019 04:51:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0112,001,42,32,06,1176365,1900502,2019,10/02/2019 04:23:12 PM,41.88233367,-87.627841791,"(41.88233367, -87.627841791)",22,14310,38,92,36,41,22,93
11844912,JC448211,09/25/2019 04:50:00 PM,097XX S OGLESBY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0431,004,10,51,08A,1193803,1840547,2019,10/02/2019 04:23:12 PM,41.717402515,-87.565776526,"(41.717402515, -87.565776526)",43,21202,48,252,47,25,19,249
11840899,JC448313,09/25/2019 04:45:00 PM,033XX W 26TH ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SIDEWALK,false,true,1032,010,12,30,20,1154634,1886537,2019,10/02/2019 04:23:12 PM,41.844474666,-87.708011772,"(41.844474666, -87.708011772)",14,21569,32,146,1,57,21,166
11841760,JC449436,09/25/2019 04:40:00 PM,083XX S STEWART AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,0622,006,21,44,06,1175078,1849610,2019,10/02/2019 04:23:12 PM,41.742710224,-87.634088181,"(41.742710224, -87.634088181)",18,21554,70,529,13,59,20,236
11841074,JC448188,09/25/2019 04:40:00 PM,133XX S LANGLEY AVE,0460,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,false,false,0533,005,9,54,08B,1183369,1816937,2019,10/02/2019 04:23:12 PM,41.652862356,-87.604722771,"(41.652862356, -87.604722771)",30,4460,51,10,43,47,10,221
11841772,JC449437,09/25/2019 04:40:00 PM,083XX S STEWART AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,0622,006,21,44,11,1175078,1849610,2019,10/02/2019 04:23:12 PM,41.742710224,-87.634088181,"(41.742710224, -87.634088181)",18,21554,70,529,13,59,20,236
11840705,JC448174,09/25/2019 04:36:00 PM,020XX N WHIPPLE ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1414,014,32,22,06,1155578,1913411,2019,10/02/2019 04:23:12 PM,41.918200682,-87.703824008,"(41.918200682, -87.703824008)",15,22535,23,371,40,1,7,182
11841077,JC448653,09/25/2019 04:35:00 PM,046XX W 45TH ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0815,008,22,56,08B,1146010,1874392,2019,10/02/2019 04:23:12 PM,41.811314995,-87.73996863,"(41.811314995, -87.73996863)",35,22248,53,566,28,56,13,105
11840784,JC448177,09/25/2019 04:33:00 PM,099XX S VINCENNES AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,false,false,2213,022,34,73,26,1169841,1838870,2019,10/02/2019 04:23:12 PM,41.713353279,-87.653587393,"(41.713353279, -87.653587393)",18,22212,72,594,22,13,9,252
11840841,JC448243,09/25/2019 04:30:00 PM,001XX E LOWER SOUTH WATER ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,false,false,0114,001,42,32,03,1177402,1902137,2019,10/02/2019 04:23:12 PM,41.886796741,-87.623984337,"(41.886796741, -87.623984337)",22,14309,38,580,36,42,22,87
11840616,JC448210,09/25/2019 04:30:00 PM,019XX N OAKLEY AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1434,014,32,22,05,1160724,1912899,2019,10/02/2019 04:23:12 PM,41.916690507,-87.684931469,"(41.916690507, -87.684931469)",16,22535,23,373,40,1,7,192
11841680,JC448274,09/25/2019 04:30:00 PM,046XX W IRVING PARK RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,1722,017,45,15,11,1144677,1926187,2019,10/02/2019 04:23:12 PM,41.95347181,-87.743552438,"(41.95347181, -87.743552438)",20,22618,15,139,50,21,1,11
11841177,JC448784,09/25/2019 04:30:00 PM,048XX N ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2032,020,47,3,14,1164781,1932385,2019,10/02/2019 04:23:12 PM,41.97007595,-87.669471715,"(41.97007595, -87.669471715)",37,22616,31,610,18,15,2,59
11840572,JC448116,09/25/2019 04:30:00 PM,078XX S SOUTH SHORE DR,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,false,0421,004,7,43,04A,1197940,1853912,2019,10/02/2019 04:23:12 PM,41.753974914,-87.550179329,"(41.753974914, -87.550179329)",43,22538,39,421,37,24,19,225
11841462,JC449148,09/25/2019 04:30:00 PM,058XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1711,017,39,13,14,1148682,1938093,2019,10/02/2019 04:23:12 PM,41.986066128,-87.728520584,"(41.986066128, -87.728520584)",28,22532,13,748,38,18,1,53
11841837,JC448453,09/25/2019 04:30:00 PM,047XX S DAMEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,false,true,0931,009,15,61,08A,1163819,1873333,2019,10/02/2019 04:23:12 PM,41.808052976,-87.674675749,"(41.808052976, -87.674675749)",29,14924,59,788,3,37,23,119
11840682,JC448130,09/25/2019 04:22:00 PM,0000X E CHICAGO AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1833,018,42,8,11,1176697,1905741,2019,10/02/2019 04:23:12 PM,41.896702263,-87.626464221,"(41.896702263, -87.626464221)",22,21182,37,104,36,6,14,71
11844036,JC448181,09/25/2019 04:20:00 PM,054XX W WASHINGTON BLVD,0485,BATTERY,AGGRAVATED OF A CHILD,SIDEWALK,false,true,1522,015,29,25,04B,1140047,1900217,2019,10/02/2019 04:23:12 PM,41.882293434,-87.761209855,"(41.882293434, -87.761209855)",11,22216,26,674,23,32,25,84
11840725,JC448213,09/25/2019 04:20:00 PM,066XX S HALSTED ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,0723,007,6,68,06,1172109,1860955,2019,10/02/2019 04:23:12 PM,41.773908018,-87.644633853,"(41.773908018, -87.644633853)",31,21559,66,435,32,11,17,202
11840812,JC448147,09/25/2019 04:15:00 PM,008XX W BRADLEY PL,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1923,019,46,6,06,,,2019,10/02/2019 04:23:12 PM,,,,,,,,,,,
11840688,JC448136,09/25/2019 04:15:00 PM,085XX S PULASKI RD,0460,BATTERY,SIMPLE,ALLEY,false,false,0834,008,18,70,08B,1151220,1847817,2019,10/02/2019 04:23:12 PM,41.738288656,-87.721551872,"(41.738288656, -87.721551872)",6,4300,69,197,30,8,13,232
11840898,JC448220,09/25/2019 04:15:00 PM,005XX E 35TH ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0212,002,4,35,08B,1180355,1881901,2019,10/02/2019 04:23:12 PM,41.831200469,-87.613763088,"(41.831200469, -87.613763088)",1,21194,1,581,10,40,24,169
11840631,JC448277,09/25/2019 04:14:00 PM,007XX N HARDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1112,011,37,23,14,1149923,1904654,2019,10/02/2019 04:23:12 PM,41.894282641,-87.724829222,"(41.894282641, -87.724829222)",41,21572,24,584,45,30,16,66
11841248,JC448870,09/25/2019 04:12:00 PM,045XX N WHIPPLE ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1724,017,33,14,06,1155229,1930016,2019,10/02/2019 04:23:12 PM,41.963773007,-87.704658836,"(41.963773007, -87.704658836)",2,21849,14,258,20,20,1,13
11840552,JC448139,09/25/2019 04:12:00 PM,071XX S STEWART AVE,0820,THEFT,$500 AND UNDER,VEHICLE-COMMERCIAL,false,false,0732,007,6,68,06,1174860,1857587,2019,10/02/2019 04:23:12 PM,41.764604944,-87.634649576,"(41.764604944, -87.634649576)",31,21559,67,511,32,11,17,210
11840954,JC448128,09/25/2019 04:11:00 PM,065XX S ABERDEEN ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0724,007,16,68,08B,1170109,1861376,2019,10/02/2019 04:23:12 PM,41.77510701,-87.651953212,"(41.77510701, -87.651953212)",17,21559,66,436,32,11,17,203
11841405,JC449024,09/25/2019 04:10:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0111,001,42,32,06,1176338,1901346,2019,10/02/2019 04:23:12 PM,41.884650262,-87.627915459,"(41.884650262, -87.627915459)",22,14309,38,92,36,42,22,88
11841539,JC449056,09/25/2019 04:10:00 PM,021XX E 87TH ST,0460,BATTERY,SIMPLE,STREET,true,false,0412,004,8,45,08B,1191768,1847705,2019,10/02/2019 04:23:12 PM,41.737094305,-87.572998178,"(41.737094305, -87.572998178)",9,21202,44,473,35,25,19,240
11840747,JC448148,09/25/2019 04:10:00 PM,006XX N CICERO AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1111,011,28,25,04B,1144248,1903713,2019,10/02/2019 04:23:12 PM,41.891808982,-87.74569565,"(41.891808982, -87.74569565)",11,22216,26,695,23,32,25,81
11840592,JC448124,09/25/2019 04:07:00 PM,001XX W LAKE ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,CTA STATION,false,false,0122,001,42,32,24,1175401,1901736,2019,10/02/2019 04:23:12 PM,41.885741529,-87.631344503,"(41.885741529, -87.631344503)",22,14309,38,92,36,42,22,79
11840782,JC448205,09/25/2019 04:06:00 PM,0000X W LAKE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0111,001,42,32,06,1175620,1901738,2019,10/02/2019 04:23:12 PM,41.885742098,-87.630540238,"(41.885742098, -87.630540238)",22,14309,38,92,36,42,22,88
11840556,JC448092,09/25/2019 04:05:00 PM,047XX W CONGRESS PKWY,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,true,false,1131,011,24,25,18,1144840,1897273,2019,10/02/2019 04:23:12 PM,41.874125711,-87.74368398,"(41.874125711, -87.74368398)",36,22216,26,69,14,32,16,143
11841495,JC448996,09/25/2019 04:05:00 PM,063XX S CALUMET AVE,0558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",false,false,0312,003,20,69,04A,1179551,1862782,2019,10/02/2019 04:23:12 PM,41.778754713,-87.617297398,"(41.778754713, -87.617297398)",53,22260,67,122,4,60,18,277
11840698,JC448120,09/25/2019 04:04:00 PM,073XX W BELMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2511,025,29,17,08B,1126357,1920425,2019,10/02/2019 04:23:12 PM,41.937986399,-87.811028805,"(41.937986399, -87.811028805)",39,22254,17,458,7,52,12,29
11840601,JC448103,09/25/2019 04:03:00 PM,039XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0213,002,3,38,08B,1179499,1879090,2019,10/02/2019 04:23:12 PM,41.823506503,-87.616989778,"(41.823506503, -87.616989778)",12,4301,4,163,9,36,24,102
11840562,JC448186,09/25/2019 04:00:00 PM,087XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,STREET,false,false,2221,022,21,71,08A,1167204,1846529,2019,10/02/2019 04:23:12 PM,41.734427466,-87.663026619,"(41.734427466, -87.663026619)",18,21554,70,533,13,59,9,245
11842743,JC450239,09/25/2019 04:00:00 PM,021XX W 72ND PL,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0735,007,17,67,08B,1163406,1856563,2019,10/02/2019 04:23:12 PM,41.76204258,-87.676660291,"(41.76204258, -87.676660291)",17,22257,65,433,31,23,17,7
11842690,JC450630,09/25/2019 04:00:00 PM,003XX S KEELER AVE,0560,ASSAULT,SIMPLE,CTA BUS,false,false,1132,011,28,26,08A,1148440,1898272,2019,10/02/2019 04:23:12 PM,41.876798457,-87.730440547,"(41.876798457, -87.730440547)",11,21572,27,675,23,30,16,142
11842206,JC449731,09/25/2019 04:00:00 PM,024XX W LAKE ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1222,012,27,28,03,1160294,1901211,2019,10/02/2019 04:23:12 PM,41.8846266,-87.686834885,"(41.8846266, -87.686834885)",48,21184,29,37,46,28,15,77
11842491,JC450292,09/25/2019 04:00:00 PM,046XX W 45TH ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0815,008,22,56,08B,1146010,1874392,2019,10/02/2019 04:23:12 PM,41.811314995,-87.73996863,"(41.811314995, -87.73996863)",35,22248,53,566,28,56,13,105
11841073,JC448530,09/25/2019 04:00:00 PM,022XX W ERIE ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,1221,012,26,24,10,1161279,1904299,2019,10/02/2019 04:23:12 PM,41.893079914,-87.683131902,"(41.893079914, -87.683131902)",24,21184,25,546,49,28,15,80
11840690,JC448184,09/25/2019 04:00:00 PM,058XX S SACRAMENTO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0824,008,14,63,08B,1157377,1865817,2019,10/02/2019 04:23:12 PM,41.787561095,-87.698507109,"(41.787561095, -87.698507109)",49,21867,61,764,8,58,13,269
11841226,JC448835,09/25/2019 04:00:00 PM,020XX E 72ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0333,003,5,43,14,1191107,1857630,2019,10/02/2019 04:23:12 PM,41.764345369,-87.575099398,"(41.764345369, -87.575099398)",32,22538,39,453,33,24,18,89
11841681,JC448409,09/25/2019 04:00:00 PM,029XX W 71ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0831,008,18,66,14,1158183,1857417,2019,10/02/2019 04:23:12 PM,41.764493905,-87.695780161,"(41.764493905, -87.695780161)",6,21867,64,383,31,58,13,208
11841542,JC449239,09/25/2019 04:00:00 PM,066XX S UNIVERSITY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0321,003,5,42,11,1184693,1861223,2019,10/02/2019 04:23:12 PM,41.774357639,-87.598495495,"(41.774357639, -87.598495495)",32,22260,9,27,33,60,18,206
11841396,JC449028,09/25/2019 04:00:00 PM,008XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1832,018,2,8,07,1175386,1906071,2019,10/02/2019 04:23:12 PM,41.897637339,-87.631269333,"(41.897637339, -87.631269333)",22,14926,37,310,11,54,14,72
11847157,JC455885,09/25/2019 04:00:00 PM,011XX S HAMILTON AVE,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,1225,012,27,28,08A,,,2019,10/02/2019 04:23:12 PM,,,,,,,,,,,
11840538,JC448107,09/25/2019 04:00:00 PM,041XX W 79TH ST,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0834,008,18,70,08A,1150185,1851851,2019,10/02/2019 04:23:12 PM,41.74937879,-87.725239484,"(41.74937879, -87.725239484)",23,4300,69,235,30,8,13,232
11840609,JC448209,09/25/2019 03:56:00 PM,003XX E 75TH ST,5130,OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,STREET,false,false,0323,003,6,69,26,1179912,1855363,2019,10/02/2019 04:23:12 PM,41.75838795,-87.616200733,"(41.75838795, -87.616200733)",31,21546,67,475,32,61,20,228
11840702,JC448115,09/25/2019 03:55:00 PM,045XX W HOMER ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,false,false,2533,025,36,20,26,1145865,1912577,2019,10/02/2019 04:23:12 PM,41.916102202,-87.739531729,"(41.916102202, -87.739531729)",7,22615,21,135,44,2,6,195
11840775,JC448189,09/25/2019 03:50:00 PM,023XX S ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1024,010,22,30,08B,1153405,1888131,2019,10/02/2019 04:23:12 PM,41.848873261,-87.712479744,"(41.848873261, -87.712479744)",14,21569,32,755,28,57,21,130
11840596,JC448138,09/25/2019 03:45:00 PM,071XX S YATES BLVD,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,0334,003,7,43,08A,1193450,1858357,2019,10/02/2019 04:23:12 PM,41.766283315,-87.566488118,"(41.766283315, -87.566488118)",32,22538,39,142,33,24,18,213
11840840,JC448203,09/25/2019 03:40:00 PM,053XX W NEWPORT AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1634,016,30,15,08A,1140186,1922421,2019,10/02/2019 04:23:12 PM,41.943221168,-87.760154561,"(41.943221168, -87.760154561)",25,22618,15,361,21,21,12,26
11840542,JC448117,09/25/2019 03:37:00 PM,012XX S SPRINGFIELD AVE,2026,NARCOTICS,POSS: PCP,SIDEWALK,true,false,1011,010,24,29,18,1150575,1894124,2019,10/02/2019 04:23:12 PM,41.865374452,-87.722709764,"(41.865374452, -87.722709764)",36,21569,30,33,14,57,21,155
11840777,JC448126,09/25/2019 03:35:00 PM,058XX W HIGGINS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1622,016,45,11,08B,1136048,1933005,2019,10/02/2019 04:23:12 PM,41.972339624,-87.775110617,"(41.972339624, -87.775110617)",20,21869,11,780,50,48,12,43
11841426,JC449023,09/25/2019 03:35:00 PM,055XX W LAKE ST,0880,THEFT,PURSE-SNATCHING,STREET,false,false,1523,015,37,25,06,1139094,1902192,2019,10/02/2019 04:23:12 PM,41.887730467,-87.764661271,"(41.887730467, -87.764661271)",11,22216,26,673,45,32,25,84
11840662,JC448131,09/25/2019 03:30:00 PM,010XX N PINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1524,015,37,25,14,1139316,1906563,2019,10/02/2019 04:23:12 PM,41.899720991,-87.763739443,"(41.899720991, -87.763739443)",4,4299,26,562,45,5,25,67
11842940,JC450940,09/25/2019 03:30:00 PM,040XX N SHERIDAN RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1915,019,46,3,11,1168873,1927178,2019,10/02/2019 04:23:12 PM,41.955699776,-87.654576994,"(41.955699776, -87.654576994)",37,21186,31,577,39,53,5,5
11841968,JC448792,09/25/2019 03:27:00 PM,016XX W ONTARIO ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1215,012,1,24,06,1165406,1904218,2019,10/02/2019 04:23:12 PM,41.892770824,-87.667977321,"(41.892770824, -87.667977321)",24,21560,25,520,41,4,15,78
11840537,JC448086,09/25/2019 03:23:00 PM,114XX S ABERDEEN ST,0560,ASSAULT,SIMPLE,STREET,true,false,2234,022,34,75,08A,1171039,1828992,2019,10/02/2019 04:23:12 PM,41.686220466,-87.649487143,"(41.686220466, -87.649487143)",45,22212,74,663,22,13,9,263
11840571,JC448074,09/25/2019 03:21:00 PM,027XX N LONG AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,2514,025,31,19,08B,1139908,1917674,2019,10/02/2019 04:23:12 PM,41.930200015,-87.761292788,"(41.930200015, -87.761292788)",7,22615,19,79,17,2,6,177
11840529,JC448066,09/25/2019 03:20:00 PM,034XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1921,019,47,5,06,1159771,1922681,2019,10/02/2019 04:23:12 PM,41.943552694,-87.688162342,"(41.943552694, -87.688162342)",16,21538,46,646,40,39,5,21
11846220,JC448270,09/25/2019 03:20:00 PM,023XX S LAWNDALE AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,false,true,1013,010,22,30,20,,,2019,10/02/2019 04:23:12 PM,,,,,,,,,,,
11841783,JC449555,09/25/2019 03:15:00 PM,019XX W 33RD ST,0810,THEFT,OVER $500,DEPARTMENT STORE,false,false,0912,009,25,59,06,1163830,1882804,2019,10/02/2019 04:23:12 PM,41.834042232,-87.674368991,"(41.834042232, -87.674368991)",26,14920,56,192,26,43,23,165
